basic_tfactortx_id;basic_gene_symbol;basic_ensembl_gene_id;basic_hgnc_id;basic_ncbi_gene_id;basic_protein_name;basic_uniprot_id;basic_jaspar_url;basic_open_targets_url;basic_tf_superclass;basic_tf_class;basic_tf_family;sort_disease_ot_ard_aging_sum_rank;sort_disease_ot_ard_aging_overall_rank;sort_disease_ot_total_assoc_score_rank;sort_disease_ot_ard_total_assoc_count_score_rank;sort_aging_summary_total_db_entries_count_rank;sort_dev_summary_dev_level_category;disease_ot_total_assoc_count;disease_ot_total_assoc_score;disease_ot_total_assoc_count_norm;disease_ot_total_assoc_score_norm;disease_ot_lowconf_count;disease_ot_lowconf_score;disease_ot_lowconf_count_norm;disease_ot_lowconf_score_norm;disease_ot_modconf_count;disease_ot_modconf_score;disease_ot_modconf_count_norm;disease_ot_modconf_score_norm;disease_ot_hiconf_count;disease_ot_hiconf_score;disease_ot_hiconf_count_norm;disease_ot_hiconf_score_norm;disease_ot_ard_disease_count;disease_ot_ard_total_score;disease_ot_ard_disease_count_norm;disease_ot_ard_total_score_norm;disease_ot_ard_strongest_linked_disease;disease_age-related hearing impairment;disease_age-related macular degeneration;disease_Alzheimer disease;disease_atherosclerosis;disease_benign prostatic hyperplasia;disease_cancer;disease_chronic obstructive pulmonary disease;disease_heart failure;disease_Ischemic stroke;disease_myocardial infarction;disease_non-alcoholic fatty liver disease;disease_osteoarthritis;disease_Osteoporosis;disease_Parkinson disease;disease_sarcopenia;disease_type 2 diabetes mellitus;aging_summary_total_db_entries_count;aging_summary_total_db_entries_count_norm;aging_summary_human;aging_summary_mm_influence;aging_summary_ce_influence;aging_summary_dm_influence;aging_PMID35343830_ce;aging_PMID35343830_dm;aging_PMID35343830_mm;aging_PMID35343830_human;aging_hagr_genage_human_inclusion;aging_hagr_genage_ce_influence;aging_hagr_genage_dm_influence;aging_hagr_genage_mm_influence;aging_hagr_cellage_effect;aging_hagr_longevitymap_entries;aging_agingreg_human_influence;aging_senequest_total_entries;aging_opengenes_ce_influence;aging_opengenes_dm_influence;aging_opengenes_mm_influence;aging_opengenes_human_longevity_assoc;dev_summary_total_db_entries_count;dev_summary_dev_level_category;dev_summary_dev_level_category_note;dev_pharos_tcrd_tdl;dev_dgidb_all_drugs;dev_dgidb_MOA_drugs;dev_ttd_approved_drugs;dev_chembl_target_id;dev_chembl_target_name;dev_chembl_target_type;dev_chembl_compounds;dev_chembl_activites;dev_chembl_drug_count;dev_chembl_max_phase;dev_chembl_modality_list;dev_chembl_first_approval_min
TFTX_0280;FOXP1;ENSG00000114861;HGNC:3823;27086;Forkhead box protein P1 (Mac-1-regulated forkhead) (MFH);Q9H334;https://jaspar.elixir.no/search?q=Q9H334;https://platform.opentargets.org/target/ENSG00000114861;3 Helix-turn-helix domains;3.3 Fork head / winged helix factors;3.3.1 FOX;260;38;11;166;83;5_None;812;95.98;0.26;0.35;591;24.21;0.23;0.33;213;67.13;0.44;0.45;8;4.63;0.08;0.08;12;0.63;0.75;0.16;Cancer;#N/A;0.010861541;0.01649517;0.051420477;#N/A;0.263535641;0.025213559;0.00395512;0.001478319;0.060284018;#N/A;#N/A;0.008387409;0.004876401;0.003695799;0.175745437;3;0.2;Y;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;Inhibits;#N/A;#N/A;5;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1071;ZFHX3;ENSG00000140836;HGNC:777;463;Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3);Q15911;#N/A;https://platform.opentargets.org/target/ENSG00000140836;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.8 HD-ZF;202;27;12;8;182;3_Medium to Low;463;95.47;0.15;0.35;211;15.11;0.08;0.2;246;77.17;0.51;0.52;6;3.19;0.06;0.06;7;2.22;0.44;0.56;Heart Failure;#N/A;#N/A;0.376198932;#N/A;#N/A;0.369116336;0.330420367;0.442221611;0.278325723;#N/A;0.003695799;#N/A;#N/A;#N/A;#N/A;0.422341569;2;0.13;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;7;7;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0419;IKZF1;ENSG00000185811;HGNC:13176;10320;DNA-binding protein Ikaros (Ikaros family zinc finger protein 1) (Lymphoid transcription factor LyF-1);Q13422;https://jaspar.elixir.no/search?q=Q13422;https://platform.opentargets.org/target/ENSG00000185811;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;976;261;13;525;438;4_Low;947;94.97;0.3;0.35;774;37.14;0.3;0.5;160;50.62;0.33;0.34;13;7.22;0.13;0.13;7;0.16;0.44;0.04;Cancer;#N/A;#N/A;0.037379705;#N/A;#N/A;0.070110428;0.009239496;0.010624102;#N/A;0.015591602;#N/A;0.004434958;#N/A;#N/A;#N/A;0.012196135;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0504;MAFB;ENSG00000204103;HGNC:6408;9935;Transcription factor MafB (Maf-B) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog B);Q9Y5Q3;#N/A;https://platform.opentargets.org/target/ENSG00000204103;1 Basic domains;1.1 Basic leucine zipper factors (bZIP);1.1.3 Maf-related;925;242;14;473;438;4_Low;582;94.69;0.19;0.35;332;10.41;0.13;0.14;238;77.5;0.49;0.52;12;6.78;0.12;0.12;9;0.19;0.56;0.05;Type 2 Diabetes Mellitus;#N/A;#N/A;0.033633984;0.031212671;#N/A;0.031922506;0.012350127;0.001478319;0.012311103;#N/A;0.019218152;#N/A;0.004989328;#N/A;#N/A;0.039675729;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0558;MYC;ENSG00000136997;HGNC:7553;4609;Myc proto-oncogene protein (Class E basic helix-loop-helix protein 39) (bHLHe39) (Proto-oncogene c-Myc) (Transcription factor p64);P01106;https://jaspar.elixir.no/search?q=P01106;https://platform.opentargets.org/target/ENSG00000136997;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.6 bHLH-ZIP;71;7;15;52;4;4_Low;1721;94.15;0.55;0.35;1550;35.49;0.61;0.48;158;51.68;0.33;0.35;13;6.99;0.13;0.12;15;1.11;0.94;0.28;Cancer;#N/A;0.011834358;0.060446444;0.010499259;0.044017973;0.379507043;0.026103025;0.057886546;0.004229636;0.040136884;0.054126248;0.027465709;0.006505675;0.050803184;0.002217479;0.3338088;11;0.73;Y;Anti-Longevity;#N/A;Anti-Longevity;#N/A;Anti-Longevity;Anti-Longevity;Unclear;cell,upstream;#N/A;Anti-Longevity;Anti-Longevity;Inhibits;#N/A;Unclear;31;#N/A;Anti-Longevity;Anti-Longevity;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tchem;74;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0924;TCF7L2;ENSG00000148737;HGNC:11641;6934;Transcription factor 7-like 2 (HMG box transcription factor 4) (T-cell-specific transcription factor 4) (T-cell factor 4) (TCF-4) (hTCF-4);Q9NQB0;https://jaspar.elixir.no/search?q=Q9NQB0;https://platform.opentargets.org/target/ENSG00000148737;4 Other all-alpha-helical DNA-binding domains;4.1 High-mobility group (HMG) domain factors;4.1.3 TCF7-related;461;89;16;7;438;4_Low;590;92.92;0.19;0.34;377;14.82;0.15;0.2;189;65.23;0.39;0.44;24;12.87;0.24;0.22;13;2.62;0.81;0.67;Type 2 Diabetes Mellitus;#N/A;0.002217479;0.338358594;0.334004884;0.005913278;0.413903594;0.008479804;0.404656242;0.29377476;0.005996844;0.095953097;0.016815883;0.010502228;#N/A;#N/A;0.687818013;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;7;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0530;MITF;ENSG00000187098;HGNC:7105;4286;Microphthalmia-associated transcription factor (Class E basic helix-loop-helix protein 32) (bHLHe32);O75030;https://jaspar.elixir.no/search?q=O75030;https://platform.opentargets.org/target/ENSG00000187098;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.6 bHLH-ZIP;273;40;17;173;83;4_Low;1072;91.14;0.34;0.34;912;36.44;0.36;0.49;145;45.27;0.3;0.3;15;9.42;0.15;0.16;10;0.61;0.63;0.15;Type 2 Diabetes Mellitus;#N/A;0.078736235;0.017978652;0.008130757;#N/A;0.058662614;#N/A;0.009603943;#N/A;0.076955547;0.004619748;#N/A;0.01706227;0.004250168;#N/A;0.330281737;3;0.2;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;Unclear;#N/A;#N/A;7;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tchem;53;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0989;TRPS1;ENSG00000104447;HGNC:12340;7227;Zinc finger transcription factor Trps1 (Tricho-rhino-phalangeal syndrome type I protein) (Zinc finger protein GC79);Q9UHF7;https://jaspar.elixir.no/search?q=Q9UHF7;https://platform.opentargets.org/target/ENSG00000104447;2 Zinc-coordinating DNA-binding domains;2.2 Other C4 zinc finger-type factors;2.2.1 C4-GATA-related;659;140;18;203;438;5_None;646;89.39;0.21;0.33;441;9.38;0.17;0.13;168;59.9;0.35;0.4;37;20.11;0.37;0.35;8;0.55;0.5;0.14;Type 2 Diabetes Mellitus;#N/A;#N/A;0.00842821;#N/A;0.011826555;0.059442289;0.003695799;#N/A;0.010348236;0.002217479;#N/A;#N/A;0.002217479;#N/A;#N/A;0.455738069;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0809;SETBP1;ENSG00000152217;HGNC:15573;26040;SET-binding protein (SEB);Q9Y6X0;#N/A;https://platform.opentargets.org/target/ENSG00000152217;8 beta-Sheet binding to DNA;8.2 A.T hook factors;8.2.0 Uncharacterized/Undefined;721;155;19;264;438;5_None;589;88.91;0.19;0.33;362;13.43;0.14;0.18;211;66.28;0.44;0.44;16;9.2;0.16;0.16;4;0.45;0.25;0.11;Type 2 Diabetes Mellitus;#N/A;#N/A;0.038584108;#N/A;#N/A;0.040931147;0.005913278;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.363234382;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;4;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0516;MECOM;ENSG00000085276;HGNC:3498;2122;Histone-lysine N-methyltransferase MECOM (EC 2.1.1.367) (Ecotropic virus integration site 1 protein homolog) (EVI-1) (MDS1 and EVI1 complex locus protein) (Myelodysplasia syndrome 1 protein) (Myelodysplasia syndrome-associated protein 1);Q03112;#N/A;https://platform.opentargets.org/target/ENSG00000085276;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;754;167;20;296;438;3_Medium to Low;656;88.81;0.21;0.33;453;17.97;0.18;0.24;188;62.72;0.39;0.42;15;8.12;0.15;0.14;6;0.4;0.38;0.1;Chronic Obstructive Pulmonary Disease;#N/A;#N/A;0.026308702;#N/A;#N/A;0.075462243;0.281517242;0.002956639;#N/A;0.007391597;#N/A;#N/A;#N/A;0.002771849;#N/A;#N/A;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;6;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;2;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0291;GATA3;ENSG00000107485;HGNC:4172;2625;Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3);P23771;https://jaspar.elixir.no/search?q=P23771;https://platform.opentargets.org/target/ENSG00000107485;2 Zinc-coordinating DNA-binding domains;2.2 Other C4 zinc finger-type factors;2.2.1 C4-GATA-related;532;104;21;329;182;3_Medium to Low;1385;88.13;0.44;0.32;1228;33.26;0.48;0.45;141;45.78;0.29;0.31;16;9.08;0.16;0.16;13;0.35;0.81;0.09;Cancer;#N/A;#N/A;0.05534697;0.004322031;0.023653111;0.104798422;0.023757178;0.001478319;0.015891934;0.021905409;0.017739833;0.008818586;0.001478319;0.036541182;#N/A;0.030093709;2;0.13;Y;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;20;5;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1010;WT1;ENSG00000184937;HGNC:12796;7490;Wilms tumor protein (WT33);P19544;#N/A;https://platform.opentargets.org/target/ENSG00000184937;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;283;43;22;209;52;2_Medium;1109;88.01;0.36;0.32;928;28.7;0.36;0.39;169;51.42;0.35;0.34;12;7.89;0.12;0.14;12;0.55;0.75;0.14;Type 2 Diabetes Mellitus;#N/A;0.007391597;0.080929611;0.002217479;0.010855382;0.079971705;#N/A;0.003642004;0.013304875;0.05463697;0.015522354;#N/A;0.053958659;0.008869917;#N/A;0.215529252;4;0.27;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;Inhibits;#N/A;Pro-Longevity;2;#N/A;#N/A;#N/A;#N/A;11;2_Medium;At least 2/3 Pharos Tchem, DGIDB MOA >0, ChEMBL max phase >0;Tbio;22;3;#N/A;CHEMBL4662942;Wilms tumor protein;SINGLE PROTEIN;0;0;2;3;"Cell;Unknown";#N/A
TFTX_0909;TBX3;ENSG00000135111;HGNC:11602;6926;T-box transcription factor TBX3 (T-box protein 3);O15119;https://jaspar.elixir.no/search?q=O15119;https://platform.opentargets.org/target/ENSG00000135111;6 Immunoglobulin fold;6.5 T-Box factors;6.5.4 TBX2-related;129;16;23;54;52;5_None;678;87.02;0.22;0.32;502;24.73;0.2;0.34;160;53.62;0.33;0.36;16;8.67;0.16;0.15;10;1.1;0.63;0.28;Chronic Obstructive Pulmonary Disease;#N/A;0.03225693;0.001478319;#N/A;0.248832007;0.091542732;0.34915407;0.338541286;0.003695799;#N/A;0.001478319;#N/A;0.017739833;0.011087396;#N/A;#N/A;4;0.27;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Inhibits;#N/A;Unclear;4;#N/A;#N/A;#N/A;1;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0984;TP63;ENSG00000073282;HGNC:15979;8626;Tumor protein 63 (p63) (Chronic ulcerative stomatitis protein) (CUSP) (Keratinocyte transcription factor KET) (Transformation-related protein 63) (TP63) (Tumor protein p73-like) (p73L) (p40) (p51);Q9H3D4;https://jaspar.elixir.no/search?q=Q9H3D4;https://platform.opentargets.org/target/ENSG00000073282;6 Immunoglobulin fold;6.3 p53 domain factors;6.3.1 p53-related;423;74;24;385;14;5_None;1488;84.72;0.48;0.31;1350;36.22;0.53;0.49;124;38.94;0.26;0.26;14;9.55;0.14;0.17;13;0.27;0.81;0.07;Cancer;#N/A;#N/A;0.060406616;0.001847899;0.016883889;0.072587231;0.046083001;0.004250168;0.01019178;0.003695799;0.009958124;0.017512244;#N/A;0.005779818;0.003695799;0.016623888;7;0.47;Y;Pro-Longevity;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;mammal;#N/A;Anti-Longevity;Pro-Longevity;Induces;#N/A;Pro-Longevity;9;#N/A;#N/A;Pro-Longevity;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0180;EBF1;ENSG00000164330;HGNC:3126;1879;Transcription factor COE1 (O/E-1) (OE-1) (Early B-cell factor);Q9UH73;https://jaspar.elixir.no/search?q=Q9UH73;https://platform.opentargets.org/target/ENSG00000164330;6 Immunoglobulin fold;6.1 Rel homology region (RHR) factors;6.1.5 EBF-related;230;34;25;122;83;3_Medium to Low;564;84.23;0.18;0.31;371;20.11;0.15;0.27;183;58.94;0.38;0.39;10;5.17;0.1;0.09;7;0.75;0.44;0.19;Type 2 Diabetes Mellitus;#N/A;#N/A;0.028439762;0.007206807;0.005174118;0.344535251;0.004065378;#N/A;#N/A;#N/A;#N/A;#N/A;0.007761177;#N/A;#N/A;0.350110337;3;0.2;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;1;#N/A;#N/A;#N/A;1;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;2;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0595;NFE2L2;ENSG00000116044;HGNC:7782;4780;Nuclear factor erythroid 2-related factor 2 (NF-E2-related factor 2) (NFE2-related factor 2) (Nrf-2) (HEBP1) (Nuclear factor, erythroid derived 2, like 2);Q16236;https://jaspar.elixir.no/search?q=Q16236;https://platform.opentargets.org/target/ENSG00000116044;1 Basic domains;1.1 Basic leucine zipper factors (bZIP);1.1.1 Jun-related;78;10;26;44;8;1_High;1765;83.02;0.57;0.31;1645;45.05;0.64;0.61;114;34.46;0.24;0.23;6;3.52;0.06;0.06;16;1.17;1;0.3;Cancer;0.020697909;0.053555615;0.119105153;0.087302775;0.045160145;0.120420338;0.116416119;0.040949101;0.100859937;0.088833556;0.068503087;0.020083359;0.037848116;0.117058174;0.032888672;0.104288096;9;0.6;Y;Pro-Longevity;Pro-Longevity;Unclear;Pro-Longevity;Unclear;Pro-Longevity;Unclear;cell,upstream;Pro-Longevity;#N/A;#N/A;Inhibits;#N/A;Pro-Longevity;20;#N/A;#N/A;#N/A;#N/A;13;1_High;At least 2/3 Pharos Tclin, TTD approved drugs, ChEMBL approved drugs;Tchem;852;2;1;"CHEMBL1075094;CHEMBL3038498";"Nuclear factor erythroid 2-related factor 2;Keap1/Nrf2";"SINGLE PROTEIN;PROTEIN-PROTEIN INTERACTION";"86443;989";"95554;1824";"1;1";"4;3";"Small molecule;Small molecule";2023
TFTX_0429;IRF4;ENSG00000137265;HGNC:6119;3662;Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (Multiple myeloma oncogene 1) (NF-EM5);Q15306;https://jaspar.elixir.no/search?q=Q15306;https://platform.opentargets.org/target/ENSG00000137265;3 Helix-turn-helix domains;3.5 Tryptophan cluster factors;3.5.3 IRF;1228;356;27;33;1168;5_None;828;81.63;0.27;0.3;661;23.31;0.26;0.32;156;52.44;0.32;0.35;11;5.87;0.11;0.1;12;1.28;0.75;0.33;Cancer;#N/A;#N/A;0.338663165;0.002751317;#N/A;0.518360781;0.01052943;0.003695799;0.032718892;0.002751317;0.002217479;0.002217479;0.018253138;0.333666753;#N/A;0.014177494;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0066;BCL11A;ENSG00000119866;HGNC:13221;53335;B-cell lymphoma/leukemia 11A (BCL-11A) (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9) (Zinc finger protein 856);Q9H165;https://jaspar.elixir.no/search?q=Q9H165;https://platform.opentargets.org/target/ENSG00000119866;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;227;31;28;17;182;5_None;535;81.44;0.17;0.3;331;14.37;0.13;0.19;198;63.62;0.41;0.42;6;3.45;0.06;0.06;7;1.78;0.44;0.45;Cancer;#N/A;#N/A;0.292369257;#N/A;0.479098294;0.513735629;0.005174118;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;0.002771849;0.003695799;0.481436707;2;0.13;Y;Unclear;#N/A;#N/A;#N/A;#N/A;Unclear;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0889;STAT3;ENSG00000168610;HGNC:11364;6774;Signal transducer and activator of transcription 3 (Acute-phase response factor);P40763;https://jaspar.elixir.no/search?q=P40763;https://platform.opentargets.org/target/ENSG00000168610;6 Immunoglobulin fold;6.2 STAT domain factors;6.2.1 STAT;55;5;29;12;14;2_Medium;1691;80.13;0.54;0.3;1557;35.92;0.61;0.49;126;38.94;0.26;0.26;8;5.27;0.08;0.09;15;1.92;0.94;0.49;Cancer;#N/A;0.027198335;0.323044349;0.074515247;0.0546175;0.626205724;0.06336996;0.021518831;0.044099589;0.072038716;0.050284052;0.022162312;0.041125978;0.303231057;0.046748759;0.147050079;7;0.47;Y;Pro-Longevity;#N/A;Pro-Longevity;#N/A;#N/A;Pro-Longevity;#N/A;downstream;#N/A;Pro-Longevity;#N/A;Induces;#N/A;Anti-Longevity;24;#N/A;#N/A;#N/A;1;3;2_Medium;DGIDB MOA not >0 and no ChEMBL max phase >0 but approved drugs according to TTD? Development level unclear (TTD entries wrong?) but assume Medium;Tchem;84;#N/A;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0475;KMT2A;ENSG00000118058;HGNC:7132;4297;"Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.364) (ALL-1) (CXXC-type zinc finger protein 7) (Cysteine methyltransferase KMT2A) (EC 2.1.1.-) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]";Q03164;#N/A;https://platform.opentargets.org/target/ENSG00000118058;2 Zinc-coordinating DNA-binding domains;2.6 CXXC zinc finger factors;2.6.1 CpG-binding proteins;767;178;30;299;438;2_Medium;1003;79.84;0.32;0.29;841;31.11;0.33;0.42;158;46.21;0.33;0.31;4;2.53;0.04;0.04;13;0.39;0.81;0.1;Cancer;#N/A;0.011025799;0.094867184;0.015663881;#N/A;0.108725283;0.005926919;0.00753993;0.006631905;0.025427296;0.014783194;0.002587059;0.017000673;0.021886331;#N/A;0.057648256;1;0.07;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;11;2_Medium;At least 2/3 Pharos Tchem, DGIDB MOA >0, ChEMBL max phase >0;Tchem;66;1;#N/A;CHEMBL2093861;Menin/Histone-lysine N-methyltransferase MLL;PROTEIN-PROTEIN INTERACTION;44370;48161;1;1;Small molecule;#N/A
