Gene Name;Overall Rank;All Diseases Rank;ARDs Rank;Strongest Linked ARD;Aging Rank;Human Link Y/N;M. musculus Link;C. elegans Link;D. melanogaster Link;Development Level;Pharos TDL
ZNF746;955;970;395;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF251;956;1353;745;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tdark
ZNF208;957;947;424;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZNF18;958;891;1211;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
NR6A1;959;1119;985;Cancer;407;Yes;None;None;None;Low;Tbio
MBD1;960;1121;984;Cancer;407;Yes;None;None;None;None;Tbio
EN2;961;787;592;Benign Prostatic Hyperplasia;407;No;None;None;None;Medium to Low;Tbio
SPIC;961;753;1356;Cancer;1161;No;None;Anti-Longevity;None;None;Tbio
HIC2;963;937;1173;Cancer;407;Yes;None;None;None;None;Tbio
PRDM15;964;1029;354;Type 2 Diabetes Mellitus;407;No;None;None;None;None;Tbio
KDM2A;964;608;775;Cancer;1161;No;None;None;None;Low;Tchem
ZNF467;964;1028;1085;Osteoporosis;1161;Yes;None;None;None;None;Tdark
ALX3;967;692;693;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
THAP12;968;1079;1038;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF777;968;1113;1004;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
ZNF35;970;974;1148;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF488;971;1134;990;Cancer;407;Yes;None;None;None;None;Tdark
BHLHE22;972;479;917;Cancer;1161;No;None;None;None;None;Tbio
ZNF573;973;1022;1106;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tdark
FOXH1;974;492;907;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;None;Tbio
ZNF654;975;878;522;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
HOXD1;976;677;725;Cancer;407;No;None;None;None;Medium to Low;Tbio
VAX1;976;825;1307;Cancer;1161;Yes;None;None;None;None;Tbio
SOX15;978;1049;1089;Cancer;407;Yes;None;None;None;None;Tbio
HMX1;979;964;1181;Cancer;407;Yes;None;None;None;None;Tbio
ZNF267;980;1343;1060;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
SP140L;981;830;1318;Cancer;407;Yes;None;None;None;None;Tdark
ZIC4;982;303;1116;Cancer;1161;No;None;None;None;Low;Tbio
TLX2;983;932;492;Cancer;1161;No;None;None;None;Medium to Low;Tbio
POU6F2;983;477;947;Cancer;1161;No;None;None;None;None;Tbio
TBR1;985;418;1011;Cancer;407;No;None;None;None;None;Tbio
ZNF112;985;737;1422;Cancer;1161;No;None;None;Anti-Longevity;None;Tdark
RBAK;987;1223;1195;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF107;988;1275;1145;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF197;989;1196;972;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZFP28;990;960;1469;None;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF713;991;1112;1063;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
CENPT;992;1009;1167;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF319;992;1274;902;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;None;Tdark
ZNF710;994;1035;1142;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
ZXDC;995;1309;1126;Cancer;127;Yes;None;Pro-Longevity;None;None;Tbio
ZNF16;996;1322;1114;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF699;996;1203;1233;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
DEAF1;998;655;796;Cancer;407;No;None;None;None;None;Tbio
ZNF12;998;949;1232;Cancer;1161;No;None;None;Anti-Longevity;None;Tbio
ZNF460;1000;1369;1070;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
MYPOP;1001;897;560;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ADNP2;1002;1110;1079;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
EMX1;1003;1026;1164;Cancer;407;No;None;Pro-Longevity;None;Medium to Low;Tbio
ETV3;1004;1014;1177;Type 2 Diabetes Mellitus;127;Yes;None;None;None;Medium to Low;Tbio
ZNF594;1004;1495;952;Alzheimer Disease;407;Yes;None;None;Anti-Longevity;None;Tdark
EVX1;1006;868;599;Benign Prostatic Hyperplasia;1161;No;None;None;None;None;Tbio
MYF6;1006;796;671;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
CENPS;1008;1222;979;Cancer;407;Yes;None;None;None;None;Tbio
TFAP2E;1008;1176;1025;Osteoarthritis;407;Yes;None;None;None;None;Tbio
GLIS1;1010;668;805;Cancer;1161;No;None;None;None;None;Tbio
ZNF592;1011;871;604;Heart Failure;407;No;None;None;None;None;Tbio
MBD4;1011;789;686;Cancer;1161;No;None;None;None;Low;Tbio
ZNF837;1011;1255;220;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF787;1011;999;1206;Alzheimer Disease;1161;Yes;None;None;None;None;Tdark
LHX1;1015;996;1212;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
IRX6;1016;944;1266;Cancer;407;Yes;None;None;None;None;Tbio
ZNF14;1017;995;1217;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
AHCTF1;1018;1096;1118;Cancer;407;No;None;Anti-Longevity;None;None;Tbio
TBX19;1019;867;1348;Cancer;407;Yes;None;None;None;None;Tbio
HOXD12;1020;237;1252;Cancer;1161;No;None;None;None;None;Tbio
ZKSCAN7;1021;1162;1059;Cancer;407;Yes;None;None;None;None;Tbio
NOBOX;1021;799;1422;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
ZNF706;1023;1151;1071;Cancer;407;Yes;None;None;None;None;Tdark
PCGF6;1024;948;1276;Cancer;407;Yes;None;None;None;None;Tbio
ZNF804A;1025;317;1178;Alzheimer Disease;1161;No;None;None;None;Low;Tbio
ONECUT2;1026;630;866;Cancer;1161;No;None;None;None;None;Tbio
ZNF397;1027;1382;1101;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
FOXE3;1027;149;1348;Cancer;1161;No;None;None;None;None;Tbio
ZNF627;1029;1117;1111;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
ZNF3;1030;1192;1037;Cancer;407;Yes;None;None;None;None;Tbio
ZNF263;1031;1345;885;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF470;1032;1023;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF22;1033;1027;1213;Cancer;407;Yes;None;None;None;None;Tbio
ZNF513;1033;844;1396;Cancer;407;Yes;None;None;None;None;Tbio
MZF1;1035;817;694;Cancer;1161;No;None;None;None;None;Tbio
ZNF716;1036;943;573;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZSCAN21;1037;958;1289;Parkinson Disease;407;No;None;None;Anti-Longevity;None;Tbio
ZNF560;1038;1317;1188;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZBTB11;1039;993;527;Cancer;407;No;None;None;None;None;Tbio
ZNF90;1039;781;1469;None;1161;Yes;None;None;None;None;Tbio
ZNF320;1041;1153;1099;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF92;1042;1053;471;Alzheimer Disease;407;No;None;None;None;None;Tbio
ZNF554;1042;1038;1216;Cancer;1161;Yes;None;None;None;None;Tdark
NKX1-1;1044;1170;356;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZNF275;1045;1046;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
REXO4;1046;1337;926;Cancer;407;Yes;None;None;None;None;Tbio
ZBTB10;1047;261;1275;Cancer;1161;No;None;None;None;None;Tbio
ZGPAT;1048;723;815;Cancer;407;No;None;None;None;None;Tbio
ZNF483;1048;972;1296;Cancer;1161;Yes;None;None;None;None;Tdark
CCDC17;1050;1111;433;Age-Related Hearing Impairment;1161;No;None;None;None;None;Tdark
ZNF383;1051;1284;991;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
HOXD4;1052;803;743;Cancer;1161;No;None;None;None;None;Tbio
GLI4;1053;982;1296;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;Medium to Low;Tbio
ZSCAN4;1054;1410;870;Cancer;407;Yes;None;None;None;None;Tbio
TLX3;1054;335;1215;Cancer;1161;No;None;None;None;None;Tbio
FEV;1056;474;1077;Cancer;1161;No;None;None;None;None;Tbio
FLYWCH1;1057;1233;1049;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF549;1058;1590;700;Chronic Obstructive Pulmonary Disease;407;No;None;None;Anti-Longevity;None;Tdark
HAND1;1059;784;777;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ISX;1059;423;1138;Cancer;1161;No;None;None;None;None;Tbio
ZNF493;1061;1082;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
OLIG3;1062;617;950;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF568;1063;1060;1241;Cancer;407;No;None;None;Anti-Longevity;Low;Tdark
POGK;1063;1013;1288;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZNF518A;1065;946;1356;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZNF93;1066;1181;1122;Cancer;127;Yes;None;None;None;None;Tbio
ZNF528;1066;1520;1039;Osteoporosis;407;Yes;None;None;Anti-Longevity;None;Tdark
ZNF618;1068;913;1393;Cancer;407;Yes;None;None;None;None;Tdark
ZNF484;1069;1160;1405;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF85;1070;1288;1280;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF697;1071;1051;1265;Type 2 Diabetes Mellitus;407;Yes;None;None;None;Low;Tdark
ZNF415;1072;1531;788;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
DPF1;1073;987;1337;Cancer;407;Yes;None;None;None;None;Tbio
CENPB;1074;700;898;Cancer;407;No;None;None;None;None;Tbio
GSX2;1074;915;1413;Cancer;1161;Yes;None;None;None;None;Tbio
DMRT3;1076;833;767;Cancer;1161;No;None;None;None;None;Tbio
ZSCAN10;1077;922;690;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tdark
HMX3;1078;1126;1218;Cancer;407;Yes;None;None;None;None;Tbio
ZNF135;1079;1569;1032;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZSCAN25;1080;1115;1233;Cancer;407;No;None;None;Anti-Longevity;Low;Tdark
VAX2;1081;1158;1193;Cancer;407;Yes;None;None;None;None;Tbio
ZNF442;1082;1477;878;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tdark
ZNF350;1083;1431;928;Cancer;407;Yes;None;None;None;None;Tbio
ZBED5;1084;1135;1225;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
NAIF1;1085;1395;967;Parkinson Disease;407;Yes;None;None;None;None;Tbio
ZBTB3;1085;1562;800;Cancer;407;Yes;None;None;None;None;Tdark
NFX1;1087;1446;922;Cancer;407;Yes;None;None;None;None;Tbio
ZNF182;1087;899;1469;None;407;No;None;None;Anti-Longevity;None;Tbio
ZNF71;1089;1091;1279;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ISL2;1090;795;850;Alzheimer Disease;127;No;None;None;None;None;Tbio
SNAI3;1090;1241;1134;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF540;1090;1361;1270;Cancer;1161;Yes;None;None;Anti-Longevity;None;Tbio
ZNF280C;1093;1010;636;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tdark
OLIG1;1094;814;835;Cancer;407;No;None;None;None;None;Tbio
THAP11;1094;1259;1120;Cancer;407;Yes;None;None;None;None;Tbio
ZNF516;1094;500;1149;Cancer;1161;No;None;None;None;None;Tbio
ZFP30;1094;1159;1220;Non-Alcoholic Fatty Liver Disease;1161;Yes;None;None;None;None;Tdark
BSX;1098;1092;559;Cancer;127;No;None;None;None;None;Tbio
ZNF354C;1098;1215;1422;Cancer;1161;Yes;None;None;Anti-Longevity;None;Tdark
THAP9;1100;940;712;Cancer;1161;No;None;None;None;None;Tbio
ZNF205;1101;1216;1169;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
TAL2;1102;480;1180;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF292;1103;471;1191;Cancer;1161;No;None;None;None;None;Tbio
ZNF597;1104;1062;1331;Cancer;407;Yes;None;None;None;None;Tbio
ZNF155;1105;925;1469;None;407;No;None;None;Unclear;None;Tdark
HKR1;1106;1193;1202;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
ZNF316;1106;926;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ZNF74;1108;1296;1356;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF43;1108;1374;1278;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
SOX14;1110;670;997;Cancer;1161;No;None;None;None;None;Tbio
ZNF33A;1111;1204;1194;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF595;1112;1154;1245;Cancer;407;Yes;None;None;None;None;Tdark
ALX1;1113;473;1198;Cancer;407;No;None;None;None;None;Tbio
ZNF572;1113;1148;1253;Cancer;1161;Yes;None;None;None;None;Tdark
ZNF160;1115;1367;1035;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
ZNF215;1116;1409;994;Cancer;127;Yes;None;None;None;None;Tbio
ZNF83;1116;1559;1100;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF786;1116;1190;1469;None;407;Yes;None;None;Anti-Longevity;None;Tdark
NFXL1;1119;1097;1307;Cancer;407;Yes;None;None;None;None;Tdark
ZNF45;1119;935;1469;None;407;Yes;None;None;None;None;Tdark
ST18;1121;735;942;Cancer;1161;No;None;None;None;None;Tbio
ZMAT1;1122;1466;944;Cancer;407;Yes;None;None;None;None;Tdark
ZNF620;1122;1054;1356;Cancer;407;Yes;None;None;None;None;Tdark
ZNF624;1124;1083;1332;Non-Alcoholic Fatty Liver Disease;407;No;None;None;Anti-Longevity;None;Tdark
NEUROD6;1125;973;717;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF180;1126;1168;1253;Cancer;407;Yes;None;None;None;None;Tdark
FOXI1;1127;521;1171;Cancer;1161;No;None;None;None;None;Tbio
ZNF479;1128;337;1356;Cancer;407;No;None;None;None;None;Tbio
ZNF596;1128;1067;1356;Cancer;1161;Yes;None;None;None;None;Tdark
ZNF502;1130;1293;1132;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
ZNF101;1131;665;1031;Atherosclerosis;1161;No;None;None;None;None;Tdark
ZNF7;1132;1072;1356;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tbio
ZNF660;1133;1436;996;Cancer;407;Yes;None;None;None;None;Tdark
CEBPZ;1134;1057;646;Alzheimer Disease;1161;No;None;None;None;None;Tbio
BARX1;1135;629;1075;Cancer;407;No;None;None;None;None;Tbio
ZNF774;1135;928;776;Atherosclerosis;1161;No;None;None;None;None;Tdark
ZNF696;1135;1012;1422;Cancer;1161;Yes;None;None;None;None;Tdark
ZNF611;1138;1269;1422;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
LBX1;1139;877;830;Cancer;407;No;None;None;None;None;Tbio
ZNF322;1139;1542;895;Cancer;1161;No;None;None;Anti-Longevity;None;Tbio
FOXR1;1139;533;1174;Cancer;1161;No;None;None;None;None;Tbio
ZSCAN31;1142;1558;1136;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
PREB;1143;1244;1199;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tbio
SNAPC5;1143;1137;1306;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
PLAGL2;1145;1001;714;Cancer;1161;No;None;None;None;None;Tbio
MSANTD1;1145;734;981;Type 2 Diabetes Mellitus;1161;No;None;None;None;Low;Tdark
ZNF587;1147;1461;1241;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZSCAN20;1147;1286;1160;Cancer;407;Yes;None;None;None;None;Tdark
ZNF91;1149;1179;1269;Cancer;407;Yes;None;None;None;None;Tbio
GTF2IRD1;1150;701;1021;Cancer;407;No;None;None;None;None;Tbio
ZBTB47;1150;1199;1253;Alzheimer Disease;1161;Yes;None;None;None;None;Tdark
HOXA4;1152;883;840;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;Medium to Low;Tbio
ZNF674;1153;1377;1079;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF816;1154;1246;1469;None;127;Yes;None;None;Anti-Longevity;Low;Tdark
PHF1;1155;1235;495;Alzheimer Disease;127;No;None;None;None;None;Tbio
ZNF417;1155;1311;1405;Cancer;407;Yes;None;None;Anti-Longevity;None;Tdark
ZBED4;1155;991;1469;None;1161;No;None;Pro-Longevity;None;None;Tdark
FBXL19;1158;696;1036;Cancer;1161;No;None;None;None;Low;Tbio
SNAPC4;1158;452;1280;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF428;1160;1460;1003;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
ZSCAN18;1160;1422;1041;Cancer;407;Yes;None;None;None;None;Tdark
ZNF19;1160;994;1469;None;407;Yes;None;None;None;None;Tdark
ZNF793;1163;1347;1122;Cancer;407;Yes;None;None;None;None;Tdark
ZNF682;1164;272;1469;None;1161;No;None;None;None;None;Tdark
MSANTD3;1165;1256;1220;Cancer;407;Yes;None;None;None;None;Tdark
ZNF433;1166;1519;958;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF266;1167;1314;1165;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
ZNF142;1168;281;1469;None;1161;No;None;None;None;None;Tbio
ZNF676;1169;1059;1422;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF644;1170;574;1183;Benign Prostatic Hyperplasia;1161;No;None;None;None;None;Tbio
GCM2;1171;633;1127;Cancer;407;No;None;None;None;None;Tbio
ZNF133;1171;1264;1226;Cancer;1161;No;None;None;Anti-Longevity;None;Tbio
BARHL1;1173;1166;595;Ischemic Stroke;407;No;None;None;None;None;Tbio
MTERF2;1173;1393;1098;Cancer;407;Yes;None;None;None;None;Tbio
ZNF771;1173;1285;1206;Type 2 Diabetes Mellitus;1161;Yes;None;None;None;None;Tdark
ZNF709;1176;1596;1153;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
FOXJ3;1177;747;1017;Alzheimer Disease;1161;No;None;None;None;None;Tbio
CDX1;1178;749;1016;Cancer;1161;No;None;None;None;None;Tbio
ZNF529;1179;1423;1076;Cancer;127;No;None;None;Anti-Longevity;None;Tdark
ZNF432;1179;1333;1422;Cancer;407;Yes;None;None;Anti-Longevity;None;Tdark
SOHLH2;1181;493;1277;Cancer;127;No;None;None;None;None;Tbio
ZNF28;1181;1287;1469;None;1161;Yes;None;None;Anti-Longevity;None;Tdark
ZUFSP;1183;1167;609;Cancer;407;No;None;None;None;None;None
ZNF304;1183;1366;1140;Cancer;1161;No;None;None;Anti-Longevity;None;Tbio
ZBTB8A;1185;1390;1117;Cancer;407;Yes;None;None;None;None;Tdark
BHLHA15;1186;892;886;Cancer;127;No;None;None;None;None;Tbio
ZNF808;1186;1295;1469;None;1161;Yes;None;None;Anti-Longevity;None;Tdark
ZNF202;1188;1560;949;Atherosclerosis;407;Yes;None;None;None;None;Tbio
ZNF770;1189;1260;1250;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZNF571;1190;1106;1405;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tdark
MEIS3;1191;1447;1072;Cancer;407;No;None;Anti-Longevity;None;None;Tbio
ZBTB21;1192;1234;1286;Cancer;407;Yes;None;None;None;None;Tbio
ZNF79;1192;1172;1348;Cancer;407;Yes;None;None;None;None;Tbio
ZNF543;1194;1501;1027;Parkinson Disease;407;No;None;None;Anti-Longevity;None;Tdark
NEUROD4;1195;791;1008;Parkinson Disease;407;No;None;None;None;None;Tbio
ZFHX2;1195;1344;1185;Cancer;1161;No;None;Pro-Longevity;None;None;Tdark
FAM200B;1197;1089;711;Parkinson Disease;1161;No;None;None;None;None;Tdark
SNAPC2;1198;1438;363;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZNF486;1199;1064;1469;None;407;Yes;None;None;None;None;Tdark
ZNF382;1200;1349;1187;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF792;1201;1324;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF860;1202;1424;1114;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tdark
ZNF583;1203;1597;943;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
BRF2;1204;1161;651;Cancer;1161;No;None;None;None;None;Tbio
ZNF345;1205;1378;1422;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
RAX;1206;663;1152;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF804B;1206;669;1146;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF621;1208;1077;1469;None;407;No;None;None;Anti-Longevity;None;Tdark
ATF7;1209;625;1192;Cancer;127;No;None;None;None;None;Tbio
ZNF473;1209;1532;1271;Osteoporosis;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF425;1209;1334;1469;None;1161;Yes;None;None;Anti-Longevity;None;Tdark
ZNF443;1212;1335;1469;None;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF214;1213;1476;1332;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
FOXI3;1214;905;918;Cancer;1161;No;None;None;None;None;Tbio
HOXB8;1215;742;1082;Cancer;407;No;None;None;None;None;Tbio
RLF;1215;1263;1291;Cancer;1161;Yes;None;None;None;None;Tdark
LCOR;1217;766;1062;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF514;1218;1308;1253;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;None;Tdark
PEG3;1219;966;868;Cancer;1161;No;None;None;None;None;Tbio
POU4F3;1220;652;1186;Cancer;1161;No;None;None;None;None;Tbio
ZNF223;1221;1356;1469;None;127;Yes;None;None;Pro-Longevity;None;Tdark
HOXB1;1222;783;1058;Cancer;1161;No;None;None;None;Medium to Low;Tbio
ZNF33B;1223;1104;1469;None;407;Yes;None;None;None;None;Tdark
ZNF506;1224;732;1113;Cancer;1161;No;None;None;None;None;Tdark
ZBTB43;1225;1156;1422;Cancer;127;Yes;None;None;None;None;Tdark
ZNF782;1225;1412;1422;Cancer;407;Yes;None;None;Anti-Longevity;None;Tdark
ZNF648;1227;380;1469;None;1161;No;None;None;None;None;Tdark
ZNF414;1228;1327;1253;Cancer;407;Yes;None;None;None;None;Tdark
ZNF607;1229;1301;1283;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
PHF21A;1230;450;1405;Cancer;407;No;None;None;None;None;Tbio
ZNF846;1230;1116;1469;None;1161;Yes;None;None;None;None;Tdark
ZKSCAN4;1232;1489;1356;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF440;1233;1360;1233;Parkinson Disease;407;No;None;None;Anti-Longevity;None;Tdark
ZNF724;1234;1381;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
HSFY2;1235;1127;1469;None;407;No;None;Pro-Longevity;None;None;None
SP2;1235;961;905;Cancer;1161;No;None;None;None;None;Tbio
HSFY1;1237;1128;1469;None;407;No;None;Pro-Longevity;None;None;Tbio
ZNF726;1238;1297;1302;Cancer;407;Yes;None;None;None;None;Tdark
ZNF613;1239;1500;1356;Cancer;127;Yes;None;None;Anti-Longevity;Low;Tdark
ZNF605;1239;1387;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZFP62;1241;1502;1356;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF775;1241;1180;1422;Cancer;407;Yes;None;None;None;None;Tdark
CREBL2;1243;1279;1327;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
ZNF302;1244;1514;1093;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
ZMAT4;1245;659;1219;Alzheimer Disease;1161;No;None;None;None;Low;Tbio
ZNF235;1246;1400;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF561;1247;1518;1096;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
ZBTB1;1248;543;1342;Cancer;1161;No;None;None;None;None;Tbio
ZNF141;1249;1346;1271;Cancer;407;Yes;None;None;None;None;Tbio
ZNF362;1250;1276;1342;Cancer;407;Yes;None;None;None;None;Tdark
RBPJL;1251;1444;447;Type 2 Diabetes Mellitus;407;No;None;None;None;None;Tbio
ZNF260;1251;1152;1469;None;1161;No;None;None;Anti-Longevity;None;Tdark
ZNF131;1253;866;1026;Cancer;1161;No;None;None;None;None;Tbio
SOHLH1;1253;639;1253;Cancer;1161;No;None;None;None;None;Tbio
ZNF675;1255;1218;1405;Cancer;407;Yes;None;None;None;None;Tbio
ZNF519;1256;1157;1469;None;407;Yes;None;None;None;None;Tdark
CENPX;1257;1236;663;Type 2 Diabetes Mellitus;127;No;None;None;None;None;Tbio
ZNF233;1257;1290;1339;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZNF283;1257;1416;1469;None;1161;Yes;None;None;Anti-Longevity;None;Tdark
ZSCAN1;1260;1397;1233;Cancer;127;Yes;None;None;None;None;Tbio
ZFP69B;1260;1591;1295;Cancer;407;Yes;None;None;None;None;Tbio
DUXA;1260;1238;1392;Cancer;407;No;None;Pro-Longevity;None;None;Tdark
ZNF587B;1263;1524;1107;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
ZFP37;1264;1563;1069;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZNF658;1265;1420;1469;None;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF729;1265;1105;798;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tdark
ZNF609;1267;900;1005;Cancer;1161;No;None;None;None;None;Tbio
ZNF765;1268;1429;477;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
ZNF232;1268;1318;588;Alzheimer Disease;1161;No;None;None;None;None;Tdark
SCML4;1270;709;1200;Cancer;1161;No;None;None;None;None;Tdark
CSRNP2;1271;1506;1135;Cancer;407;Yes;None;None;None;None;Tdark
ZNF175;1272;1310;1332;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
FIZ1;1273;1175;1469;None;407;Yes;None;None;None;None;Tdark
ZNF280A;1274;1473;442;Heart Failure;127;No;None;None;None;None;Tdark
ZNF8;1274;1486;1159;Cancer;407;Yes;None;None;None;None;Tdark
ZNF805;1274;1432;1469;None;1161;Yes;None;None;Anti-Longevity;None;Tdark
ZNF347;1277;1605;1302;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF530;1278;1620;1296;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF26;1279;1564;1356;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF500;1280;1440;1227;Cancer;407;Yes;None;None;None;None;Tdark
SKOR2;1281;584;1356;Cancer;1161;No;None;None;None;Low;Tbio
ZNF814;1282;1458;1469;None;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF567;1283;1463;1467;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
